format	1
edge	signature	NumStability.Source.Higham.Chapter09.ComplexDomain	NumStability.Algorithms.LU.GaussianElimination
edge	signature	NumStability.Source.Higham.Chapter09.ComplexDomain	NumStability.Algorithms.LU.GrowthFactor
edge	signature	NumStability.Source.Higham.Chapter09.ComplexDomain	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
edge	signature	NumStability.Source.Higham.Chapter09.ComplexDomain	NumStability.Source.Higham.Chapter09.Equation13
edge	signature	NumStability.Source.Higham.Chapter09.ComplexDomain	NumStability.Source.Higham.Chapter09.Section01
edge	signature	NumStability.Source.Higham.Chapter09.ComplexDomain	NumStability.Source.Higham.Chapter09.Section02
edge	signature	NumStability.Source.Higham.Chapter09.ComplexDomain	NumStability.Source.Higham.Chapter09.Section05
edge	signature	NumStability.Source.Higham.Chapter09.ComplexDomain	NumStability.Source.Higham.Chapter09.Theorem11.BohteGeneral
edge	signature	NumStability.Source.Higham.Chapter09.Equation12	NumStability.Analysis.MatrixAlgebra
edge	signature	NumStability.Source.Higham.Chapter09.Equation12	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
edge	signature	NumStability.Source.Higham.Chapter09.Equation13	NumStability.Algorithms.LU.GaussianElimination
edge	signature	NumStability.Source.Higham.Chapter09.Equation13	NumStability.Source.Higham.Chapter09.Section02
edge	signature	NumStability.Source.Higham.Chapter09.Equation14	NumStability.Algorithms.LU.GaussianElimination
edge	signature	NumStability.Source.Higham.Chapter09.Equation14	NumStability.Algorithms.LU.GrowthFactor
edge	signature	NumStability.Source.Higham.Chapter09.Equation14	NumStability.Analysis.MatrixAlgebra
edge	signature	NumStability.Source.Higham.Chapter09.Equation14	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
edge	signature	NumStability.Source.Higham.Chapter09.Equation16	NumStability.Algorithms.LU.GrowthFactor
edge	signature	NumStability.Source.Higham.Chapter09.Equation16	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
edge	signature	NumStability.Source.Higham.Chapter09.Equation16	NumStability.Source.Higham.Chapter09.Problem06
edge	signature	NumStability.Source.Higham.Chapter09.Equation16	NumStability.Source.Higham.Chapter09.Problem11
edge	signature	NumStability.Source.Higham.Chapter09.Equation16	NumStability.Source.Higham.Chapter09.Section02
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Algorithms.LU.Doolittle
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Algorithms.LU.GaussianElimination
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Algorithms.LU.GrowthFactor
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Algorithms.LU.Tridiagonal
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Algorithms.LinearSystems.Triangular.BackSubstitution
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Algorithms.LinearSystems.Triangular.ForwardSubstitution
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Analysis.MatrixAlgebra
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Analysis.MatrixNorms.Basic
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Analysis.Rounding
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.FloatingPoint.Model
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Source.Higham.Chapter09.Equation12
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Source.Higham.Chapter09.Equation13
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Source.Higham.Chapter09.Problem02
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Source.Higham.Chapter09.Problem11
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Source.Higham.Chapter09.Problem14.FirstMethod
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Source.Higham.Chapter09.Section01
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Source.Higham.Chapter09.Section02
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Source.Higham.Chapter09.Section05
edge	signature	NumStability.Source.Higham.Chapter09.Problem06	NumStability.Source.Higham.Chapter09.Section06.Tridiagonal
edge	signature	NumStability.Source.Higham.Chapter09.Problem08	NumStability.Algorithms.LU.GaussianElimination
edge	signature	NumStability.Source.Higham.Chapter09.Problem08	NumStability.Algorithms.LU.GrowthFactor
edge	signature	NumStability.Source.Higham.Chapter09.Problem08	NumStability.Algorithms.LinearSystems.Triangular.BackSubstitution
edge	signature	NumStability.Source.Higham.Chapter09.Problem08	NumStability.Algorithms.LinearSystems.Triangular.ForwardSubstitution
edge	signature	NumStability.Source.Higham.Chapter09.Problem08	NumStability.Analysis.MatrixAlgebra
edge	signature	NumStability.Source.Higham.Chapter09.Problem08	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
edge	signature	NumStability.Source.Higham.Chapter09.Problem08	NumStability.Analysis.Rounding
edge	signature	NumStability.Source.Higham.Chapter09.Problem08	NumStability.FloatingPoint.Model
edge	signature	NumStability.Source.Higham.Chapter09.Problem08	NumStability.Source.Higham.Chapter09.Problem02
edge	signature	NumStability.Source.Higham.Chapter09.Problem08	NumStability.Source.Higham.Chapter09.Problem06
edge	signature	NumStability.Source.Higham.Chapter09.Problem08	NumStability.Source.Higham.Chapter09.Section02
edge	signature	NumStability.Source.Higham.Chapter09.Problem08	NumStability.Source.Higham.Chapter09.Section06.Tridiagonal
edge	signature	NumStability.Source.Higham.Chapter09.Problem11	NumStability.Algorithms.LU.GaussianElimination
edge	signature	NumStability.Source.Higham.Chapter09.Problem11	NumStability.Algorithms.LU.GrowthFactor
edge	signature	NumStability.Source.Higham.Chapter09.Problem11	NumStability.Algorithms.LinearSystems.LU.BlockLU.BlockMatrices
edge	signature	NumStability.Source.Higham.Chapter09.Problem11	NumStability.Analysis.MatrixAlgebra
edge	signature	NumStability.Source.Higham.Chapter09.Problem11	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
edge	signature	NumStability.Source.Higham.Chapter09.Problem11	NumStability.Source.Higham.Chapter09.Equation12
edge	signature	NumStability.Source.Higham.Chapter09.Problem13	NumStability.Algorithms.LU.GrowthFactor
edge	signature	NumStability.Source.Higham.Chapter09.Problem13	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
edge	signature	NumStability.Source.Higham.Chapter09.Problem14.FirstMethod	NumStability.Algorithms.LU.GaussianElimination
edge	signature	NumStability.Source.Higham.Chapter09.Problem14.FirstMethod	NumStability.Algorithms.LU.GrowthFactor
edge	signature	NumStability.Source.Higham.Chapter09.Problem14.FirstMethod	NumStability.Analysis.MatrixAlgebra
edge	signature	NumStability.Source.Higham.Chapter09.Problem14.FirstMethod	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
edge	signature	NumStability.Source.Higham.Chapter09.Problem14.FirstMethod	NumStability.Source.Higham.Chapter09.Problem14.RowReversal
edge	signature	NumStability.Source.Higham.Chapter09.Problem14.FirstMethod	NumStability.Source.Higham.Chapter09.Section02
edge	signature	NumStability.Source.Higham.Chapter09.Problem14.RowReversal	NumStability.Algorithms.LU.GaussianElimination
edge	signature	NumStability.Source.Higham.Chapter09.Problem14.RowReversal	NumStability.Source.Higham.Chapter09.Section01
edge	signature	NumStability.Source.Higham.Chapter09.Problem14.RowReversal	NumStability.Source.Higham.Chapter09.Section02
edge	signature	NumStability.Source.Higham.Chapter09.Section02	NumStability.Algorithms.LU.Doolittle
edge	signature	NumStability.Source.Higham.Chapter09.Section02	NumStability.Algorithms.LU.GaussianElimination
edge	signature	NumStability.Source.Higham.Chapter09.Section02	NumStability.Algorithms.LU.GrowthFactor
edge	signature	NumStability.Source.Higham.Chapter09.Section02	NumStability.Analysis.MatrixAlgebra
edge	signature	NumStability.Source.Higham.Chapter09.Section02	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
edge	signature	NumStability.Source.Higham.Chapter09.Section02	NumStability.Analysis.Rounding
edge	signature	NumStability.Source.Higham.Chapter09.Section02	NumStability.FloatingPoint.Model
edge	signature	NumStability.Source.Higham.Chapter09.Section02	NumStability.Source.Higham.Chapter09.Section01
edge	signature	NumStability.Source.Higham.Chapter09.Section03	NumStability.Algorithms.LU.Doolittle
edge	signature	NumStability.Source.Higham.Chapter09.Section03	NumStability.Algorithms.LU.GaussianElimination
edge	signature	NumStability.Source.Higham.Chapter09.Section03	NumStability.Algorithms.LinearSystems.Triangular.BackSubstitution
edge	signature	NumStability.Source.Higham.Chapter09.Section03	NumStability.Algorithms.LinearSystems.Triangular.ForwardSubstitution
edge	signature	NumStability.Source.Higham.Chapter09.Section03	NumStability.Analysis.MatrixAlgebra
edge	signature	NumStability.Source.Higham.Chapter09.Section03	NumStability.Analysis.Rounding
edge	signature	NumStability.Source.Higham.Chapter09.Section03	NumStability.FloatingPoint.Model
edge	signature	NumStability.Source.Higham.Chapter09.Section03	NumStability.Source.Higham.Chapter09.Section02
edge	signature	NumStability.Source.Higham.Chapter09.Section04	NumStability.Algorithms.LU.Doolittle
edge	signature	NumStability.Source.Higham.Chapter09.Section04	NumStability.Algorithms.LU.GaussianElimination
