format	1
dependency	NumStability.Source.Higham.Chapter11.Aasen118Reduced	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_f	0	1
dependency	NumStability.Source.Higham.Chapter11.Aasen118Reduced	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_f_nonneg	0	1
dependency	NumStability.Source.Higham.Chapter11.Aasen118Reduced	NumStability.Algorithms.HighamChapter9	NumStability.higham9_20_tridiag_lu_perturbation_model	1	1
dependency	NumStability.Source.Higham.Chapter11.AasenDirect118	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_f	0	1
dependency	NumStability.Source.Higham.Chapter11.AasenDirect118	NumStability.Algorithms.HighamChapter9	NumStability.higham9_20_tridiag_lu_perturbation_model	1	1
dependency	NumStability.Source.Higham.Chapter11.AasenMiddleGEPPCh11Counterexample	NumStability.Algorithms.HighamChapter9	NumStability.higham9_1_partialPivotChoice	0	2
dependency	NumStability.Source.Higham.Chapter11.AasenMiddleGEPPCh11Counterexample	NumStability.Algorithms.HighamChapter9	NumStability.higham9_20_tridiag_lu_perturbation_model	4	3
dependency	NumStability.Source.Higham.Chapter11.AasenMiddleGEPPCh11Counterexample	NumStability.Algorithms.HighamChapter9	NumStability.higham9_2_PermutedLUFactSpec	3	2
dependency	NumStability.Source.Higham.Chapter11.AasenMiddleGEPPCh11Counterexample	NumStability.Algorithms.HighamChapter9	NumStability.higham9_2_rowPermutedMatrix	0	2
dependency	NumStability.Source.Higham.Chapter11.AasenMiddleGEPPCh11Counterexample	NumStability.Algorithms.HighamChapter9	NumStability.higham9_7_PartialPivotGEPPUTrace	5	5
dependency	NumStability.Source.Higham.Chapter11.AasenMiddleGEPPCh11Counterexample	NumStability.Algorithms.HighamChapter9	NumStability.higham9_7_PartialPivotGEPPUTrace.done	0	2
dependency	NumStability.Source.Higham.Chapter11.AasenMiddleGEPPCh11Counterexample	NumStability.Algorithms.HighamChapter9	NumStability.higham9_7_PartialPivotGEPPUTrace.step	0	2
dependency	NumStability.Source.Higham.Chapter11.AasenMiddleGEPPCh11Counterexample	NumStability.Algorithms.HighamChapter9	NumStability.higham9_7_firstPivotRowSwap	0	2
dependency	NumStability.Source.Higham.Chapter11.AasenOriginalCoordinateCorrection	NumStability.Algorithms.HighamChapter9	NumStability.higham9_2_rowColPermutedMatrix	1	2
dependency	NumStability.Source.Higham.Chapter11.AasenOriginalCoordinateCorrection	NumStability.Algorithms.HighamChapter9	NumStability.higham9_2_rowColPermutedMatrix_infNorm	0	1
dependency	NumStability.Source.Higham.Chapter11.AasenTridiagGEPP	NumStability.Algorithms.HighamChapter9	NumStability.higham9_11_TridiagActiveBound	3	4
dependency	NumStability.Source.Higham.Chapter11.AasenTridiagGEPP	NumStability.Algorithms.HighamChapter9	NumStability.higham9_11_tridiagActive_schur_preserved	0	1
dependency	NumStability.Source.Higham.Chapter11.AasenTridiagGEPP	NumStability.Algorithms.HighamChapter9	NumStability.higham9_11_tridiag_GEPPUTrace_entry_abs_le_two_mul	0	1
dependency	NumStability.Source.Higham.Chapter11.AasenTridiagGEPP	NumStability.Algorithms.HighamChapter9	NumStability.higham9_11_tridiag_pivot_val_le_one	0	1
dependency	NumStability.Source.Higham.Chapter11.AasenTridiagGEPP	NumStability.Algorithms.HighamChapter9	NumStability.higham9_1_partialPivotChoice	0	1
dependency	NumStability.Source.Higham.Chapter11.AasenTridiagGEPP	NumStability.Algorithms.HighamChapter9	NumStability.higham9_2_PermutedLUFactSpec	1	1
dependency	NumStability.Source.Higham.Chapter11.AasenTridiagGEPP	NumStability.Algorithms.HighamChapter9	NumStability.higham9_2_rowPermutedMatrix	0	1
dependency	NumStability.Source.Higham.Chapter11.AasenTridiagGEPP	NumStability.Algorithms.HighamChapter9	NumStability.higham9_7_PartialPivotGEPPUTrace	3	3
dependency	NumStability.Source.Higham.Chapter11.AasenTridiagGEPP	NumStability.Algorithms.HighamChapter9	NumStability.higham9_7_PartialPivotGEPPUTrace.rec	0	1
dependency	NumStability.Source.Higham.Chapter11.AasenTridiagGEPP	NumStability.Algorithms.HighamChapter9	NumStability.higham9_7_PartialPivotGEPPUTrace_exists_PermutedLUFactSpec_L_bound_maxEntryNorm_le	0	1
dependency	NumStability.Source.Higham.Chapter11.AasenTridiagGEPP	NumStability.Algorithms.HighamChapter9	NumStability.higham9_7_firstPivotRowSwap	0	1
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchActualSharpGrowthClosure	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonBound	0	2
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchActualSharpGrowthClosure	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonBound_le_of_le	0	1
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchActualSharpGrowthClosure	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonBound_pos	0	1
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchActualSharpGrowthClosure	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonBound_two	0	1
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchSharpGrowthBridge	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonBound	2	5
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchSharpGrowthBridge	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonBound_pos	0	3
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchSharpGrowthBridge	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonProduct	0	2
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchSharpGrowthBridge	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonProduct_pos	0	2
dependency	NumStability.Source.Higham.Chapter11.Higham11BunchTraceHadamard	NumStability.Algorithms.HighamChapter9	NumStability.higham9_14_completePivotWilkinsonBound	0	2
