format	1
_private.NumStability.Algorithms.LeastSquares.Higham20Equations.NumStability.higham20_cholesky_coefficient_le_gamma_3n1	_private.NumStability.Algorithms.LeastSquares.Higham20Equations.0.NumStability.higham20_cholesky_coefficient_le_gamma_3n1	NumStability.higham20_cholesky_coefficient_le_gamma_3n1	NumStability.Analysis.Perturbation.LeastSquares.Basic	1	CCA73A0B938E4791C8D7C12B50AE5B93E278CA32468ABCFF662222773B7DC3C6	114	63AECB179B4BB076D171AE9DC9193D272A379C883E4102EB6C89764AB6ED7152
_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.NumStability.domainProjection_fixes_adjointRange	_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.0.NumStability.domainProjection_fixes_adjointRange	NumStability.domainProjection_fixes_adjointRange	NumStability.Algorithms.LinearSystems.LeastSquares.Projection	1	B4CE47C9256CCE69D399FAE3A1D400953B8DDE4F51AEF67DBD031B6A375D459F	0	5F7B3AC1762B534A98F64211B56420D1362409C779CFAADCAD82EBC156E92AED
_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.NumStability.gramRange_eq_adjointRange	_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.0.NumStability.gramRange_eq_adjointRange	NumStability.gramRange_eq_adjointRange	NumStability.Algorithms.LinearSystems.LeastSquares.Projection	1	C24713320C157E1C455BF873A04B0261927A84D0DB336EF11F42187736C8B754	0	6230F20FCA1BF193BDD1881DF91D2E00B69AFA7FA4ECC73EB85FE2CF76382C49
_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.NumStability.leadSpan_eq_gramRange_of_rankIndex	_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.0.NumStability.leadSpan_eq_gramRange_of_rankIndex	NumStability.leadSpan_eq_gramRange_of_rankIndex	NumStability.Algorithms.LinearSystems.LeastSquares.Projection	2	94D429A4D482ABACFEDAEBC2CE995A3FF98B4764C7779AD034C059A04AC4BAE3	0	EE8E3C7013C8F04DC85FCCBAFF94D2D7DCC22EE03CC8B91AAFE3AC4B819D0181
_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.NumStability.pseudoinverse_eq_zero_of_complexMatrixRank_eq_zero	_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.0.NumStability.pseudoinverse_eq_zero_of_complexMatrixRank_eq_zero	NumStability.pseudoinverse_eq_zero_of_complexMatrixRank_eq_zero	NumStability.Algorithms.LinearSystems.LeastSquares.Projection	1	3781ABDE607F0B5CA903746915ECA9E5B399953D02AFC08A31CE6CCC85858E7A	0	0175E35A9D43BAC8F04123C3424C82BED7BD6DE0040E23B732FA3407333119EF
_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.NumStability.pseudoinverse_output_mem_gramRange	_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.0.NumStability.pseudoinverse_output_mem_gramRange	NumStability.pseudoinverse_output_mem_gramRange	NumStability.Algorithms.LinearSystems.LeastSquares.Projection	1	A317D9DCE8ECEC9BE8C42D8D604FF76D4328C5A7ABD15706E0076A9E495E77ED	0	6D2A43D2FD787918915D0F74B728487E5E506C68952AB64931D328358C0834EA
_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.NumStability.rangeProjection_complex_action_le	_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.0.NumStability.rangeProjection_complex_action_le	NumStability.rangeProjection_complex_action_le	NumStability.Algorithms.LinearSystems.LeastSquares.Projection	1	CB7DCE3EF371D05EBED2C431FD3595B5F76AC7885F2C660F5DCA24F79F95C53D	0	909067AC63694F30BBADE659DEC8DF96F857F4CA45FE5B048D6135CF5A0685B3
_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.NumStability.realRect_diff_euclideanLin_bound	_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.0.NumStability.realRect_diff_euclideanLin_bound	NumStability.realRect_diff_euclideanLin_bound	NumStability.Analysis.Perturbation.LeastSquares.Projection	1	2E848C87DC48818A7182E076BDB6A76B8C6023EDF8F0C261D56B56041FE220FF	0	3E3E47FAB46F8422A1CFDE433B97DEF5E1009455E91E22965697BAE49BA2C925
_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.NumStability.singularValue_ne_zero_iff_le_rankIndex	_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_11.0.NumStability.singularValue_ne_zero_iff_le_rankIndex	NumStability.singularValue_ne_zero_iff_le_rankIndex	NumStability.Algorithms.LinearSystems.LeastSquares.Projection	3	720D68075AF5A04B40A31507DF9C50BCE86FB1FB1A1803CB47CACC92818D0723	0	954188B5A82E0FA721F896A301B0106AAC77C7B6A0294200B94C2AFB89D98372
_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_12.NumStability.higham20_lemma20_12_rangeProjection_idempotent	_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_12.0.NumStability.higham20_lemma20_12_rangeProjection_idempotent	NumStability.higham20_lemma20_12_rangeProjection_idempotent	NumStability.Analysis.Perturbation.LeastSquares.Projection	1	EB043158BA707F1E783D53DD446EBC26C8454997CB03D8184B5C89E97F023189	49	35C7A33FC412102DA4A54E0D8DD49E84C1A3DD63F57F9801392FEE8FB1DA8E6A
_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_12.NumStability.higham20_lemma20_12_rangeProjection_mul_complement_bound	_private.NumStability.Algorithms.LeastSquares.Higham20Lemma20_12.0.NumStability.higham20_lemma20_12_rangeProjection_mul_complement_bound	NumStability.higham20_lemma20_12_rangeProjection_mul_complement_bound	NumStability.Analysis.Perturbation.LeastSquares.Projection	1	A8A69638DD6701F8C18F44D8CBA1FC3CFA204174C408CE8D0D812A1F679F1718	79	1DD7267F49C834597F5FDADC6612F19ACEDE54C82B1CFA1959DF20FB79A29E47
_private.NumStability.Algorithms.LeastSquares.Higham20RowSorting.NumStability.Higham20RowSorting.daAcc_zero	_private.NumStability.Algorithms.LeastSquares.Higham20RowSorting.0.NumStability.Higham20RowSorting.daAcc_zero	NumStability.Higham20RowSorting.daAcc_zero	NumStability.Algorithms.LinearSystems.LeastSquares.RowSorting	1	570CD1318ABC983C2B768BD48CBDAFE1B537F38D426CE89E5CF797AE53BD3DA4	0	09F1B7142B06AEF4860981F691E3E70D4356A12AAE3E4E521C59C77F556A6C7A
_private.NumStability.Algorithms.LeastSquares.Higham20Theorem20_10.NumStability.Theorem20_10.orthogonal_matMulVec_injective	_private.NumStability.Algorithms.LeastSquares.Higham20Theorem20_10.0.NumStability.Theorem20_10.orthogonal_matMulVec_injective	NumStability.Theorem20_10.orthogonal_matMulVec_injective	NumStability.Algorithms.LinearSystems.LeastSquares.Equality.KKT	2	03FF02FFEF81ACD8478BE76265AB1791FF119B85FC27312C2293EFEFFEEF907A	0	D61E50EFF268F03B5611010F828C3A590FC9CC58CD93517209F0DB4D0DFCAE35
_private.NumStability.Algorithms.LeastSquares.Higham20Theorem20_4Absorption.NumStability.higham20Theorem20_4_abs_matMulRectLeft_le	_private.NumStability.Algorithms.LeastSquares.Higham20Theorem20_4Absorption.0.NumStability.higham20Theorem20_4_abs_matMulRectLeft_le	NumStability.higham20Theorem20_4_abs_matMulRectLeft_le	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	1	950D860EA1D49B3F868F2C6D7A1D4BE8EC1042741DF15CF47ED322E9A924364D	0	BA107F4FA2CEB8FDA67BD8B31E2C6722FC7CD8A82CF1CCF5304F5541B42CDF46
_private.NumStability.Algorithms.LeastSquares.Higham20Theorem20_4Absorption.NumStability.higham20Theorem20_4_frobNorm_smul_nonneg	_private.NumStability.Algorithms.LeastSquares.Higham20Theorem20_4Absorption.0.NumStability.higham20Theorem20_4_frobNorm_smul_nonneg	NumStability.higham20Theorem20_4_frobNorm_smul_nonneg	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	1	C9B203B4E2130E41312DB3F336A7BD8ABC2D73814AFE032B48845F0A92A8EDA3	0	FCE1F9E42238A68DCFEF354774E6046034F63FA4B28761FDD5816F164D2E4100
_private.NumStability.Algorithms.LeastSquares.Higham20Theorem20_4Absorption.NumStability.higham20Theorem20_4_matMulRect_mono_left	_private.NumStability.Algorithms.LeastSquares.Higham20Theorem20_4Absorption.0.NumStability.higham20Theorem20_4_matMulRect_mono_left	NumStability.higham20Theorem20_4_matMulRect_mono_left	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	1	71C4326461B1A30B4221E7466C4F147DA1409F72166A7C2ED9A7EE01C9E50B01	0	8D45ACC18E32CA212101EECC53F61133041F86327CC4782164EA7D00E127226A
_private.NumStability.Algorithms.LeastSquares.Higham20Theorem20_4Absorption.NumStability.higham20Theorem20_4_matMulRect_mono_right	_private.NumStability.Algorithms.LeastSquares.Higham20Theorem20_4Absorption.0.NumStability.higham20Theorem20_4_matMulRect_mono_right	NumStability.higham20Theorem20_4_matMulRect_mono_right	NumStability.Algorithms.LinearSystems.LeastSquares.Basic	1	1F447A273CBE607C58E76057BE0DFE1FCAF50E283AFF9D143F810200EBE02A10	0	E2D5B5BB4E236EEA717871DB4DC3B69FABE211CE93C8D5CF6ECFB94997B49C30
_private.NumStability.Algorithms.LeastSquares.LSE.NumStability.continuous_lsObjective	_private.NumStability.Algorithms.LeastSquares.LSE.0.NumStability.continuous_lsObjective	NumStability.continuous_lsObjective	NumStability.Algorithms.LinearSystems.LeastSquares.Equality.Basic	1	EDD1D310AA87E45A88CD1137DC8717F2E3CBE3481A71C74D23F8FDE47F42A467	0	A571F704B0AE9CC8358399D6D7FDCC4E2B89D049C8279EBE68A9DA604FDFA418
_private.NumStability.Algorithms.LeastSquares.LSE.NumStability.continuous_lseConstraintResidual_apply	_private.NumStability.Algorithms.LeastSquares.LSE.0.NumStability.continuous_lseConstraintResidual_apply	NumStability.continuous_lseConstraintResidual_apply	NumStability.Algorithms.LinearSystems.LeastSquares.Equality.Basic	1	DE9B7EFD9131873D0F03EE6A82D8430D5C172C03AFFA0B32AB2D778820A69FE3	0	5D60C19D58F779B29A309E440EBAADBAFA1EFEE814967E588318BA4CDCE234E9
