format	1
range	NumStability.Analysis.FirstOrder	19	304	NumStability.Analysis.FirstOrder.AsymptoticFamilies
range	NumStability.Algorithms.LU.GrowthFactor	478	620	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
range	NumStability.Algorithms.LU.BlockLU	1400	1426	NumStability.Algorithms.LinearSystems.LU.BlockLU.BlockMatrices
range	NumStability.Algorithms.LU.BlockLU	1427	1458	NumStability.Source.Higham.Chapter13.Section01.NormConventions
range	NumStability.Algorithms.LU.BlockLU	1459	1523	NumStability.Algorithms.LinearSystems.LU.BlockLU.BlockMatrices
range	NumStability.Algorithms.LU.BlockLU	1524	1563	NumStability.Source.Higham.Chapter13.Section01.NormConventions
range	NumStability.Algorithms.LU.BlockLU	1564	1589	NumStability.Algorithms.LinearSystems.LU.BlockLU.BlockMatrices
range	NumStability.Algorithms.LU.BlockLU	1590	1605	NumStability.Source.Higham.Chapter13.Section01.NormConventions
range	NumStability.Algorithms.LU.BlockLU	1606	1642	NumStability.Algorithms.LinearSystems.LU.BlockLU.BlockMatrices
range	NumStability.Algorithms.LU.BlockLU	1643	1706	NumStability.Source.Higham.Chapter13.Section01.NormConventions
range	NumStability.Algorithms.LU.BlockLU	1707	1721	NumStability.Algorithms.LinearSystems.LU.BlockLU.BlockMatrices
range	NumStability.Algorithms.LU.BlockLU	1723	1764	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
range	NumStability.Algorithms.LU.BlockLU	1765	1774	NumStability.Algorithms.LinearSystems.LU.BlockLU.GrowthBounds
range	NumStability.Algorithms.LU.BlockLU	1775	1801	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
range	NumStability.Algorithms.LU.BlockLU	1802	2217	NumStability.Algorithms.LinearSystems.LU.BlockLU.ResidualLifting
range	NumStability.Algorithms.LU.BlockLU	2218	2410	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
range	NumStability.Algorithms.LU.BlockLU	2411	2491	NumStability.Source.Higham.Chapter13.Section01.NormConventions
range	NumStability.Algorithms.LU.BlockLU	2492	2678	NumStability.Analysis.MatrixNorms.EntrywiseMaximum
range	NumStability.Algorithms.LU.BlockLU	2684	2693	NumStability.Analysis.FirstOrder.FixedPrecision
range	NumStability.Algorithms.LU.BlockLU	2695	2796	NumStability.Algorithms.LinearSystems.LU.BlockLU.FirstOrderModels
range	NumStability.Algorithms.LU.BlockLU	2797	2827	NumStability.Source.Higham.Chapter13.Section01.OperationModels
range	NumStability.Algorithms.LU.BlockLU	2828	2993	NumStability.Analysis.FirstOrder.FixedPrecision
range	NumStability.Algorithms.LU.BlockLU	2994	3278	NumStability.Source.Higham.Chapter13.Section01.OperationModels
range	NumStability.Algorithms.LU.BlockLU	3279	3394	NumStability.Algorithms.LinearSystems.LU.BlockLU.Factorization
range	NumStability.Algorithms.LU.BlockLU	3395	3428	NumStability.Algorithms.LinearSystems.LU.BlockLU.SolveError
range	NumStability.Algorithms.LU.BlockLU	3429	4070	NumStability.Algorithms.LinearSystems.LU.BlockLU.Factorization
range	NumStability.Algorithms.LU.BlockLU	4071	4203	NumStability.Source.Higham.Chapter13.Problem04.BlockInverseBounds
range	NumStability.Algorithms.LU.BlockLU	4204	4292	NumStability.Algorithms.LinearSystems.LU.BlockLU.Factorization
range	NumStability.Algorithms.LU.BlockLU	4293	4407	NumStability.Source.Higham.Chapter13.Theorem07.PivotExistence
range	NumStability.Algorithms.LU.BlockLU	4408	4437	NumStability.Algorithms.LinearSystems.LU.BlockLU.PositiveDefinite
range	NumStability.Algorithms.LU.BlockLU	4438	4684	NumStability.Source.Higham.Chapter13.Theorem02.Factorization
range	NumStability.Algorithms.LU.BlockLU	4685	4695	NumStability.Algorithms.LinearSystems.LU.BlockLU.Factorization
range	NumStability.Algorithms.LU.BlockLU	4696	4769	NumStability.Source.Higham.Chapter13.Section01.StandardFactorization
range	NumStability.Algorithms.LU.BlockLU	4770	4795	NumStability.Algorithms.LinearSystems.LU.BlockLU.SchurComplement
range	NumStability.Algorithms.LU.BlockLU	4796	4831	NumStability.Source.Higham.Chapter13.Problem04.BlockInverseBounds
range	NumStability.Algorithms.LU.BlockLU	4832	5326	NumStability.Source.Higham.Chapter13.Theorem02.Factorization
range	NumStability.Algorithms.LU.BlockLU	5327	5485	NumStability.Algorithms.LinearSystems.LU.BlockLU.RecursiveFactorization
range	NumStability.Algorithms.LU.BlockLU	5486	5603	NumStability.Source.Higham.Chapter13.Algorithm03
range	NumStability.Algorithms.LU.BlockLU	5604	5803	NumStability.Source.Higham.Chapter13.Equation22
range	NumStability.Algorithms.LU.BlockLU	5804	5940	NumStability.Algorithms.LinearSystems.LU.BlockLU.RecursiveFactorization
range	NumStability.Algorithms.LU.BlockLU	5941	6747	NumStability.Source.Higham.Chapter13.Theorem02.Uniqueness
range	NumStability.Algorithms.LU.BlockLU	6749	6763	NumStability.Source.Higham.Chapter13.Equation01
range	NumStability.Algorithms.LU.BlockLU	6764	6778	NumStability.Source.Higham.Chapter13.Equation02
range	NumStability.Algorithms.LU.BlockLU	6779	6796	NumStability.Source.Higham.Chapter13.Equation03
range	NumStability.Algorithms.LU.BlockLU	6797	6839	NumStability.Source.Higham.Chapter13.Algorithm01
range	NumStability.Algorithms.LU.BlockLU	6840	6855	NumStability.Source.Higham.Chapter13.Algorithm03
range	NumStability.Algorithms.LU.BlockLU	6856	6875	NumStability.Source.Higham.Chapter13.Algorithm04
range	NumStability.Algorithms.LU.BlockLU	6876	6885	NumStability.Source.Higham.Chapter13.Equation20
range	NumStability.Algorithms.LU.BlockLU	6886	6899	NumStability.Source.Higham.Chapter13.Equation26
range	NumStability.Algorithms.LU.BlockLU	6900	7075	NumStability.Source.Higham.Chapter13.Lemma10.SchurComplement
range	NumStability.Algorithms.LU.BlockLU	7076	7311	NumStability.Source.Higham.Chapter13.Theorem05.Recurrences
range	NumStability.Algorithms.LU.BlockLU	7316	8225	NumStability.Source.Higham.Chapter13.Theorem05.ErrorAnalysis
range	NumStability.Algorithms.LU.BlockLU	8228	9240	NumStability.Source.Higham.Chapter13.Theorem06.AssumptionModel
range	NumStability.Algorithms.LU.BlockLU	9241	13509	NumStability.Source.Higham.Chapter13.Theorem06.FactorAndSolve
range	NumStability.Algorithms.LU.BlockLU	13510	13800	NumStability.Source.Higham.Chapter13.Problem06
range	NumStability.Algorithms.LU.BlockLU	13803	13809	NumStability.Algorithms.LinearSystems.LU.BlockLU.DiagonalDominance
range	NumStability.Algorithms.LU.BlockLU	13810	13855	NumStability.Source.Higham.Chapter13.Theorem07.PivotExistence
range	NumStability.Algorithms.LU.BlockLU	13856	13916	NumStability.Algorithms.LinearSystems.LU.BlockLU.DiagonalDominance
