format	1
destination	NumStability.Algorithms.LinearSystems.QR.GivensMatrixStep	reusable	1
destination	NumStability.Algorithms.LinearSystems.QR.GivensQR	reusable	5
destination	NumStability.Algorithms.LinearSystems.QR.GivensSpec	reusable	0
destination	NumStability.Algorithms.LinearSystems.QR.GramSchmidt	reusable	5
destination	NumStability.Algorithms.LinearSystems.QR.GramSchmidtPolar	reusable	6
destination	NumStability.Algorithms.LinearSystems.QR.HouseholderApply	reusable	1
destination	NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	reusable	2
destination	NumStability.Algorithms.LinearSystems.QR.HouseholderConstruction2	reusable	2
destination	NumStability.Algorithms.LinearSystems.QR.HouseholderMatrixStep	reusable	3
destination	NumStability.Algorithms.LinearSystems.QR.HouseholderOneStep	reusable	2
destination	NumStability.Algorithms.LinearSystems.QR.HouseholderQApply	reusable	5
destination	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	reusable	4
destination	NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	reusable	4
destination	NumStability.Algorithms.LinearSystems.QR.HouseholderReflector	reusable	1
destination	NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	reusable	0
destination	NumStability.Algorithms.LinearSystems.QR.HouseholderSpecSupport	reusable	1
destination	NumStability.Algorithms.LinearSystems.QR.QRSolve	reusable	5
destination	NumStability.Source.Higham.Chapter19.Algorithm11.CGSRounded	source	6
destination	NumStability.Source.Higham.Chapter19.Algorithm12.MGSClosure	source	8
destination	NumStability.Source.Higham.Chapter19.Algorithm12.MGSNonbreakdown	source	10
destination	NumStability.Source.Higham.Chapter19.Algorithm12.MGSPaddedClosure	source	8
destination	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRepair	source	8
destination	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded	source	7
destination	NumStability.Source.Higham.Chapter19.Algorithm12.MGSSourceRate	source	9
destination	NumStability.Source.Higham.Chapter19.Core	source	7
destination	NumStability.Source.Higham.Chapter19.FormedQ	source	5
destination	NumStability.Source.Higham.Chapter19.Labels	source	6
destination	NumStability.Source.Higham.Chapter19.Lemma01.Construction2	source	3
destination	NumStability.Source.Higham.Chapter19.Lemma03.ActualSequence	source	5
destination	NumStability.Source.Higham.Chapter19.Lemma07.Gamma4	source	1
destination	NumStability.Source.Higham.Chapter19.Lemma09.DisjointSweep	source	6
destination	NumStability.Source.Higham.Chapter19.PolarNearest	source	7
destination	NumStability.Source.Higham.Chapter19.Problem06.ActualStep	source	4
destination	NumStability.Source.Higham.Chapter19.Problem09	source	0
destination	NumStability.Source.Higham.Chapter19.Problem10	source	8
destination	NumStability.Source.Higham.Chapter19.Sensitivity	source	6
destination	NumStability.Source.Higham.Chapter19.Sensitivity.Closure	source	7
destination	NumStability.Source.Higham.Chapter19.StoredLoop	source	5
destination	NumStability.Source.Higham.Chapter19.StoredLoop.AllPivots	source	5
destination	NumStability.Source.Higham.Chapter19.StoredLoop.StrongModel	source	6
destination	NumStability.Source.Higham.Chapter19.SunBischof	source	0
destination	NumStability.Source.Higham.Chapter19.Theorem05.Nonbreakdown	source	8
destination	NumStability.Source.Higham.Chapter19.Theorem05.SourceClosure	source	7
destination	NumStability.Source.Higham.Chapter19.Theorem06.ActualSource	source	9
destination	NumStability.Source.Higham.Chapter19.Theorem06.ColumnPivot	source	11
destination	NumStability.Source.Higham.Chapter19.Theorem06.ColumnPivotFull	source	14
destination	NumStability.Source.Higham.Chapter19.Theorem06.CoxHigham	source	10
destination	NumStability.Source.Higham.Chapter19.Theorem06.CoxHighamAssembly	source	13
destination	NumStability.Source.Higham.Chapter19.Theorem06.CoxHighamConcrete	source	11
destination	NumStability.Source.Higham.Chapter19.Theorem06.CoxHighamFull	source	12
destination	NumStability.Source.Higham.Chapter19.Theorem06.Elementwise	source	9
destination	NumStability.Source.Higham.Chapter19.Theorem06.ElementwiseEntry	source	9
destination	NumStability.Source.Higham.Chapter19.Theorem06.ElementwisePackaged	source	9
destination	NumStability.Source.Higham.Chapter19.Theorem06.Final	source	15
destination	NumStability.Source.Higham.Chapter19.Theorem06.Pivoted	source	8
destination	NumStability.Source.Higham.Chapter19.Theorem06.RowSpecific	source	9
destination	NumStability.Source.Higham.Chapter19.Theorem06.StrongModel	source	16
destination	NumStability.Source.Higham.Chapter19.Theorem10.ActualMatrix	source	8
destination	NumStability.Source.Higham.Chapter19.TurnbullAitken	source	1
destination	NumStability.Source.Higham.Chapter19.WYApplicationClosure	source	7
edge	body	NumStability.Algorithms.LinearSystems.QR.GivensMatrixStep	NumStability.Algorithms.LinearSystems.QR.GivensSpec	51
edge	body	NumStability.Algorithms.LinearSystems.QR.GivensQR	NumStability.Algorithms.LinearSystems.QR.GivensMatrixStep	35
edge	body	NumStability.Algorithms.LinearSystems.QR.GivensQR	NumStability.Algorithms.LinearSystems.QR.GivensSpec	57
edge	body	NumStability.Algorithms.LinearSystems.QR.GivensQR	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	33
edge	body	NumStability.Algorithms.LinearSystems.QR.GramSchmidt	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	47
edge	body	NumStability.Algorithms.LinearSystems.QR.GramSchmidtPolar	NumStability.Algorithms.LinearSystems.QR.GramSchmidt	79
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderApply	NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	17
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	27
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	NumStability.Algorithms.LinearSystems.QR.HouseholderSpecSupport	80
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderConstruction2	NumStability.Algorithms.LinearSystems.QR.HouseholderReflector	39
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderMatrixStep	NumStability.Algorithms.LinearSystems.QR.HouseholderApply	4
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderMatrixStep	NumStability.Algorithms.LinearSystems.QR.HouseholderOneStep	2
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderMatrixStep	NumStability.Algorithms.LinearSystems.QR.HouseholderReflector	6
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderMatrixStep	NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	12
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderOneStep	NumStability.Algorithms.LinearSystems.QR.HouseholderApply	4
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderOneStep	NumStability.Algorithms.LinearSystems.QR.HouseholderReflector	23
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderOneStep	NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	10
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQApply	NumStability.Algorithms.LinearSystems.QR.HouseholderApply	4
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQApply	NumStability.Algorithms.LinearSystems.QR.HouseholderOneStep	1
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQApply	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	81
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQApply	NumStability.Algorithms.LinearSystems.QR.HouseholderReflector	6
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQApply	NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	7
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	NumStability.Algorithms.LinearSystems.QR.HouseholderMatrixStep	68
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	NumStability.Algorithms.LinearSystems.QR.HouseholderOneStep	2
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	NumStability.Algorithms.LinearSystems.QR.HouseholderReflector	114
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	78
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.Algorithms.LinearSystems.QR.HouseholderApplySupport	100
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.Algorithms.LinearSystems.QR.HouseholderMatrixStep	1
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	12
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	NumStability.Algorithms.LinearSystems.QR.HouseholderSpecSupport	171
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderReflector	NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	9
edge	body	NumStability.Algorithms.LinearSystems.QR.HouseholderSpecSupport	NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	19
edge	body	NumStability.Algorithms.LinearSystems.QR.QRSolve	NumStability.Algorithms.LinearSystems.QR.HouseholderApply	30
edge	body	NumStability.Algorithms.LinearSystems.QR.QRSolve	NumStability.Algorithms.LinearSystems.QR.HouseholderMatrixStep	10
edge	body	NumStability.Algorithms.LinearSystems.QR.QRSolve	NumStability.Algorithms.LinearSystems.QR.HouseholderOneStep	1
edge	body	NumStability.Algorithms.LinearSystems.QR.QRSolve	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	303
edge	body	NumStability.Algorithms.LinearSystems.QR.QRSolve	NumStability.Algorithms.LinearSystems.QR.HouseholderReflector	58
edge	body	NumStability.Algorithms.LinearSystems.QR.QRSolve	NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	56
edge	body	NumStability.Source.Higham.Chapter19.Algorithm11.CGSRounded	NumStability.Algorithms.LinearSystems.QR.GramSchmidt	25
edge	body	NumStability.Source.Higham.Chapter19.Algorithm11.CGSRounded	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	3
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSClosure	NumStability.Algorithms.LinearSystems.QR.GramSchmidt	4
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSClosure	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	7
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSClosure	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded	30
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSNonbreakdown	NumStability.Algorithms.LinearSystems.QR.GramSchmidt	3
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSNonbreakdown	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded	21
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSNonbreakdown	NumStability.Source.Higham.Chapter19.Algorithm12.MGSSourceRate	12
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSPaddedClosure	NumStability.Algorithms.LinearSystems.QR.GramSchmidt	78
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSPaddedClosure	NumStability.Algorithms.LinearSystems.QR.GramSchmidtPolar	1
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSPaddedClosure	NumStability.Algorithms.LinearSystems.QR.HouseholderApply	3
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSPaddedClosure	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	20
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSPaddedClosure	NumStability.Algorithms.LinearSystems.QR.HouseholderQRSupport	1
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSPaddedClosure	NumStability.Algorithms.LinearSystems.QR.HouseholderSpec	13
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSPaddedClosure	NumStability.Algorithms.LinearSystems.QR.HouseholderSpecSupport	2
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSPaddedClosure	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded	111
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRepair	NumStability.Algorithms.LinearSystems.QR.GramSchmidt	2
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRepair	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	12
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRepair	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded	25
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded	NumStability.Algorithms.LinearSystems.QR.GramSchmidt	52
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded	NumStability.Algorithms.LinearSystems.QR.GramSchmidtPolar	14
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	31
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded	NumStability.Source.Higham.Chapter19.Algorithm11.CGSRounded	2
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSSourceRate	NumStability.Algorithms.LinearSystems.QR.GramSchmidt	12
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSSourceRate	NumStability.Algorithms.LinearSystems.QR.HouseholderQR	10
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSSourceRate	NumStability.Source.Higham.Chapter19.Algorithm12.MGSPaddedClosure	46
edge	body	NumStability.Source.Higham.Chapter19.Algorithm12.MGSSourceRate	NumStability.Source.Higham.Chapter19.Algorithm12.MGSRounded	14
